agmasto	fu'ivla      \nx_1 estas masto de ŝipo x_2\nRigardu ankaŭ {bloti}
flecu	gismu   \n-fle-      \nx_1 estas fluo/kurento/rivero de/en x_2 fluanta en direkto al x_3 el direkto/fonto x_4\n(x_2 verŝiĝas al x_3 el x_4; x_2 estas fluido Gaso aŭ likvaĵo. (= selfle por reordigitaj {lokoj})); Vidu ankaŭ {rirxe}, senta kie direkteco ne estas {implicita}, {rinci}, {xampo}, {dikca}, {sakci}, {gapci}, litki,{ciblu}.
fliba	gismu   \n-fli-      \nx_1 malsukcesas je x_2 (stato/okazo)\nPerpleksa (= {pesfli}, {jmifli}, {dafspufli}, {menfli}); ankaŭ x_2 ĉesiĝas/ne kompletiĝas/ne povas kontinui pro malsukceso de x_1.  Vidu ankaŭ {cfila}, {snada}, {srera}, {troci}, {sisti}, {ranji}, {denpa}, {bebna}, {zunti}.
flira	gismu   \n-fir-      \nx_1 estas (la) vizaĝo [kapo/korpoparto] de x_2; (adjektivo:) x_1 estas vizaĝa\nVidu ankaŭ {sefta}, {stedu}, {crane}, {mebri}.
fo'a	cmavo   \n-fo'a-      \npro-sumti: li/ŝi/ĝi/ili #6 (difinita per goi)
fo'e	cmavo   \n-fo'e-      \npro-sumti: li/ŝi/ĝi/ili #7 (difinita per goi)
fo'i	cmavo   \n-fo'i-      \npro-sumti: li/ŝi/ĝi/ili #8 (difinita per goi)
foldi	gismu   \n-flo-   \n-foi-      \nx_1 estas kampo [formo] el materialo x_2; x_1 estas larĝa unufora etendo de x_2\nAnkaŭ: arbaro (= {ricfoi}), razenejo/herbobedo (= {sasfoi}), densejo (= {spafoi}, {cicyspafoi}).  Vidu ankaŭ {purdi}, {cange}.
fonmo	gismu   \n-fom-   \n-fo'o-      \nx_1 estas kvanto da ŝaŭmo/sapakvo el materialo x_2, kun bobeloj/vezikoj el materialo x_3\nVidu ankaŭ {zbabu}.
fonxa	gismu   \n-fon-      \nx_1 estas telefona transsendilo/modemo ligita al sistemo/retaĵo x_2\nVidu ankaŭ {tcana}.
forca	gismu   \n-fro-      \nx_1 estas forko/forkeca ilo por celo x_2 kun dentoj x_3 sur bazo/subteno x_4\nVidu ankaŭ {dakfu}, {smuci}, {komcu}, {tutci}.
fraso	gismu   \n-fas-      \nx_1 montras francan/gaŭlan kulturon/naciecon/lingvon laŭ aspekto x_2\nVidu ankaŭ {ropno}.
frati	gismu   \n-fra-      \nx_1 reagas/respondas per ago x_2 al stimulo x_3 sub kondiĉoj x_4; x_1 estas responda\nx_3 stimulas/incitas/spronas x_1-on fari x_2-on, x_3 stimulas reagon x_2 en x_1 (= terfra por reordigitaj {lokoj}); klopodi stimuli, piki (= {terfratoi}, {tunterfratoi}).  Vidu ankaŭ {preti}, {danfu}, {spuda}, {cpedu}, {tarti}.
fraxu	gismu   \n-fax-      \nx_1 pardonas al x_2 okazon/staton/agon x_3\nVidu ankaŭ {dunda}, {curmi}, {zungi}.
frica	gismu   \n-fic-      \nx_1 diferencas/kontrastas/malsamas al x_2 en eco/dimensio/kvanto x_3\nVidu ankaŭ {ranxi}, {drata}, {dunli}, {simsa}, {vrici}.
friko	gismu   \n-fi'o-      \nx_1 montras afrikan kulturon/naciecon/geografion laŭ aspekto x_2\nVidu ankaŭ {ropno}, {xazdo}.
frili	gismu   \n-fil-      \nx_1 (ago) estas facila/simpla por x_2 (aganto) sub kondiĉoj x_3; x_2 faras x_1-on facile\nVidu ankaŭ {nandu}, {sampu}, {zifre}.
frinu	gismu      \nx_1 estas frakcio, kun numeratoro x_2, denominatoro x_3 (x_2/x_3)\nVidu ankaŭ {parbi}, {dilcu}, {mekso}, {fendi}.
friti	gismu   \n-fit-      \nx_1 oferas/disponigas/proponas x_2-on [ofero] al x_3 kun kondiĉoj x_4\n(x_4 povas esti nu canja, nu pleji, ktp.; senkondiĉa ofero havas la 'kondiĉo' de akceptado); x_2 povas esti specifa objekto, varo (kolektivaĵo), okazo, aŭ eco; pedante, por objektoj/varoj, ĉi tio estas sumti-levado el posedo de la objekto/varo (= {posfriti}, posyselfriti por neambigua {semantiko}).  Vidu ankaŭ {canja}, {dunda}, {rinsa}, {vecnu}, {jdima}, {cnemu}, {pleji}, {vitke}.
frumu	gismu   \n-fru-      \nx_1 grimacas/brovsulkigas/kolermienas (vizaĝa esprimo)\nx_1 grimacas al/reage al x_2 (= {frufra}).  Vidu ankaŭ {cmila}, {cisma}.
fukpi	gismu   \n-fuk-   \n-fu'i-      \nx_1 estas kopio/duplikato/klono de x_2 en formo/medio x_3 farita per metodo x_4 (okazo)\nVidu ankaŭ {krefu}, {rapli}, {gidva}.; Pruntvorto (=fu'ivla).
fulta	gismu   \n-ful-   \n-flu-      \nx_1 (pasivo) flosas sur/en fluido (gaso/likvaĵo) x_2; x_1 estas flotema\nVidu ankaŭ {limna}, {bloti}, {sakli}.
funca	gismu   \n-fun-   \n-fu'a-      \nx_1 (okazo/eco) estas difinita de la ŝanco/fortuno de x_2; (notu: mabla/zabna ne implicita)\nVidu ankaŭ {cunso}, {mabla}, {zabna}.
fusra	gismu   \n-fur-      \nx_1 putras/kadukiĝas/velkas/malkomponiĝas/fermentas kun aganto x_2\nx_1 estas putra/kaduka/fermentinta .  Vidu ankaŭ {birje}, {vanju}, {vifne}.
fuzme	gismu   \n-fuz-   \n-fu'e-      \nx_1 estas respondeca pri x_2 (ago/rezulta stato) antaŭ juĝisto/aŭtoritato x_3\nVidu ankaŭ {bilga}.
gacri	gismu   \n-gai-      \nx_1 estas kovrilo/[supro] por kovri/kaŝi/ŝirmi/ŝtopi x_2-on\nVidu ankaŭ {pilka}, {gapru}, {marbi}, {drudi}, ve {botpi}, {bitmu}, {calku}.
gadri	gismu   \n-gad-      \nx_1 estas artikolo/priskribilo etikedanta priskribon x_2 (teksto) en lingvo x_3 kun semantiko x_4\nx_2 estas la substantivaĵo/sumti sen la artikolo/priskribilo; priskribo ((x_1 kun x_2) = gadysu'i); rimarku: 'determinilo' fariĝis la akceptita ĝenerala lingvika termino, anstataŭante 'artikolo'; tamen, 'determinilo' inkluzivas ĉiujn vortojn kiuj povas enkonduki substantivaĵon/sumti, ĉu priskribo aŭ ne, kiel pronomaj posesivoj kiel lemi, kvantigiloj (precipe ĉe nedifinaĵoj) kiel ci kaj su'o, kaj demonstrativoj kiel ti, ta, kaj tu; la termino 'priskribilo' en loĵbano, estas limigita al vortoj kiuj enkondukas priskribojn (ekskludante nedifinaĵojn), kiel tiuj de selma'o LA kaj LE, iliaj kutimaj kunmetaĵoj kiel lemi, kaj eble lenu.  'artikolo' tipe aludas nur al unuopan vorton; loĵbano alprenas la pli vastan sencon) Vidu ankaŭ {valsi}, {cmavo}.
galfi	gismu   \n-gaf-   \n-ga'i-      \nx_1 (okazo) modifas/ŝanĝas/variigas/transformas x_2-on en x_3\nKaŭza, rezulta ŝanĝo; agenta modifo (= {gafygau}, {gafyzu'e}).  (kp. stika por nerezulta ŝanĝo, binxo por ne nepre kaŭza ŝanĝiĝo, cenba por nerezulta ŝanĝiĝo; zasni)
galtu	gismu   \n-gal-   \n-ga'u-      \nx_1 estas alta/supra/suprena en referenckadro x_2 kompare kun bazo/norma alto x_3\nx_3 estas ĝenerale iu difinita distanco super baznivelo, aŭ estas tiu baznivelo mem.  Vidu ankaŭ {gapru}, {dizlo}, {cnita}, {drudi}, {farna}.
galxe	gismu      \nx_1 estas (la) gorĝo/ezofago [korpoparto] de x_2; [metafore: mallarĝa aperturo de profunda truo]\nVidu ankaŭ {cnebo}, {kevna}, {tunlo}.
ganlo	gismu   \n-ga'o-      \nx_1 (pordo/pasejo/koridoro/trairejo/enirejo) estas fermita/malebligas pason/aliron al x_2 kontraŭ pasanto x_3\nKiel enirejo, sed ankaŭ eble kiel duonpenetrebla membrano.  Vidu ankaŭ {kalri}, {pagre}, {canko}, {vorme}, {zunti}.
ganra	gismu   \n-gan-      \nx_1 estas larĝa laŭ dimensio x_2 [2a plej signifa dimensio] laŭ normo x_3\nVidu ankaŭ {clani}, {jarki}, {rotsu}, {condi}, {barda}, {gutci}, {minli}.
ganse	gismu   \n-gas-   \n-ga'e-      \nx_1 [observanto] sensas/rimarkas stimulan econ x_2 (ka) per rimedoj x_3 sub kondiĉoj x_4\nx_1 estas sensema al x_2; ankaŭ sentas, rimarkas, perceptas, distingas, diferencigas, rekonas (sed implicas nur reagon sen necese ia ajn signifa mensa pritrakto); rimarku ke la emfazo estas sur eco kiu stimulas x_1-on kaj estas detektata (sanji estas pasiva pri la sensado, kaj ne estas limigita al sensa enigo, krom supozanta ian distingon/rekonon, dum ĝin ne koncernas la rimedoj de detekto); x_3 senso/sensa kanalo.  Vidu ankaŭ {pencu}, {sanji}, {viska}, {sumne}, {tirna}, {zgana}, {canci}, {simlu}.
ganti	gismu      \nx_1 estas testiko/ovujo/skroto/stameno/pistilo [korpoparto] de x_2, sekso x_3\nOvo/spermo/poleno/gameto produktanta/naskanta organo.  Vidu ankaŭ {plibu}, {sovda}, {pinji}, {gutra}, {mabla}.
ganxo	gismu   \n-gax-      \nx_1 estas (la) anuso [korpoparto] de x_2; [metafore: elirejo, elirejo de forĵetaĵoj]\nVidu ankaŭ {zargu}, {kalci}, {mabla}, {rinci}.
ganzu	gismu   \n-gaz-      \nx_1 organizas x_2-on [relativa hhaoso] en x_3 [ordigita/organizita rezulto] per sistemo/principo x_4\nx_3 estas ankaŭ sistemo; x_4 povus esti nur funkcio kiu diktas la organizan strukturon de x_3.  Vidu ankaŭ {ciste}, {morna}, {stura}, {bilni}, {cabra}.
gapci	gismu   \n-gac-      \nx_1 estas gaso/fumo/vaporo de materialo/konsisto enhavanta x_2-on, sub kondiĉoj x_3\nx_3 inkluzivas temperaturon kaj premon.  Vidu ankaŭ {pambe}, {vacri}, {litki}, {sligu}, {danmo}, {bumru}, {cidro}, {flecu}.
gapru	gismu   \n-gap-      \nx_1 estas rekte/vertikale super/supre de x_2 in gravito/referenckadro x_3\nVidu ankaŭ {tsani}, {galtu}, {cnita}, {drudi}, {gacri}, {dizlo}, {farna}.
garna	gismu   \n-gar-      \nx_1 estas stango/relo/barilo/trabo/masto [ilo] subtenanta/detenanta x_2-on, el materialo x_3\nVidu ankaŭ {kamju}, {grana}, {tutci}.
gasnu	gismu   \n-gau-      \nx_1 [homo/aganto] estas aganta kauzo de okazo x_2; x_1 faras/okazigas/ekektivigas x_2-on\nVidu ankaŭ cmavo {gau}, {gunka}, {zukte}, {rinka}, fasnu por neagentaj {okazoj}, {jibri}, {kakne}, {pilno}.
gasta	gismu   \n-gat-      \nx_1 estas kvanto da/enhavas/konsistas el ŝtalo de konsisto enhavanta x_2-on\nVidu ankaŭ {jinme}, {molki}, {tirse}.
genja	gismu   \n-gej-      \nx_1 estas radiko [korpoparto] de planto/speco x_2; [metafore: senmova, subtena, nutranta]\nVidu ankaŭ {jamfu}, {jicmu}, {patlu}, {samcu}, {spati}, {krasi}.
gento	gismu   \n-get-   \n-ge'o-      \nx_1 montras argentinan kulturon/naciecon laŭ aspekto x_2\nVidu ankaŭ {xispo}, {ketco}, {spano}.
genxu	gismu   \n-gex-      \nx_1 estas hoko [formo] el materialo x_2\nVidu ankaŭ {kruvi}, {korcu}.
gerku	gismu   \n-ger-   \n-ge'u-      \nx_1 estas hundo de speco/raso x_2\nVidu ankaŭ {lorxu}, {labno}, {mlatu}.
gerna	gismu   \n-gen-   \n-ge'a-      \nx_1 estas gramatiko/regularo/difina formo de lingvo x_2 por strukturo/teksto x_3\nVidu ankaŭ {bangu}, {stura}, {cmavo}, {jufra}.
gidva	gismu   \n-gid-   \n-gi'a-      \nx_1 (homo/objekto/okazo) gvidas/kondukas/direktas x_2-on (activaj partoprenantoj) je x_3 (okazo)\nGvidanto konsilas/sugestas/donas sekvotan ekzemplon, sed ne nepre regas/direktas efektivan agon; okazo povas servi kiel gvido per prezento de emulota modelo/ekzemplo.  Vidu ankaŭ {jitro}, {ralju}, {sazri}, te {bende}, {jatna}, {fukpi}, {morna}.
gigdo	gismu   \n-gig-   \n-gi'o-      \nx_1 estas miliardo [1x_10**9] da x_2 laŭ dimensio/aspekto x_3 (defaŭlte unuoj)\n(kp. grake, mitre, snidu, stero, delno, molro, kelvo, xampo, gradu. litce, merli, centi, decti, dekto, femti, gocti, gotro, kilto, megdo, mikri, milti, nanvi, petso, picti, terto, xatsi, xecto, xexso, zepti, zetro)
ginka	gismu   \n-gik-      \nx_1 estas tendaro/tendejo/provizora loĝejo de x_2 en loko x_3\nVidu ankaŭ {dinju}, {xabju}, {zdani}.
girzu	gismu   \n-gir-   \n-gri-      \nx_1 estas grupo/amaso/teamo elmontrante komunan econ (ka) x_2 el aro x_3 kunigitaj per rilatoj x_4\nAnkaŭ: kolekto, teamo, konsisto el; membroj x_3 (specifado de la kompleta membraro) konsistigas grupon x_1; amaso (= {kangri}).  Vidu ankaŭ {bende}, {ciste}, {cmima}, {gunma}, {panra}, {cabra}, {cecmu}, {kansa}, {klesi}, lanzu,{liste}, {vrici}.
gismu	gismu   \n-gim-   \n-gi'u-      \nx_1 estas (loĵbana) radikvorto esprimanta rilaton x_2 inter argumentaj roloj x_3, kun afikso(j) x_4\nGismu-listo, se fizika objekto (= (loi) gimste); rilata al la mensa konstruaĵo (ekz. proponi aldoni novan gismu al la gismu-listo = gimpoi, gimselcmi, gimselste).  Vidu ankaŭ {cmavo}, {cmene}, {lujvo}, {smuni}, {sumti}, {tanru}, {valsi}.
glare	gismu   \n-gla-      \nx_1 estas varma laŭ normo x_2\nVarma (= {mligla}), febra (= {bi'agla}).  Vidu ankaŭ {lenku}.
gleki	gismu   \n-gek-   \n-gei-      \nx_1 estas gaja/feliĉa/ĝoja pri x_2 (okazo/stato)\nMalfeliĉo (= {kamnalgei}).  Vidu ankaŭ {badri}, {cinmo}.
gletu	gismu   \n-let-   \n-gle-      \nx_1 koitas/kopulacias/fikas/sekskuniĝas kun x_2\nx_1 kaj x_2 estas simetriaj; subigi (= {cpanygle}).  Vidu ankaŭ {cinse}, {pinji}, {plibu}, {vibna}, {vlagi}, {mabla}, {speni}.
glico	gismu   \n-gic-   \n-gli-      \nx_1 estas angla/apartenas al anglalingva kulturo laŭ aspekto x_2\nĝenerale supozu la plej vastan sencon de 'angla'; povas temi pri 'angla', rilata al la lando/popolo/kulturo de Anglio (normale bezonanta limigon = gligu'e, aŭ simpla redundanco = gligli-); britangla, la normolingvo de Britio (= {gliglibau}).  (kp. brito kiu rilatas al la tuta Britio aŭ al la brita imperio, merko, sralo, kadno, skoto)
gluta	gismu   \n-glu-      \nx_1 estas ganto [vesto por mano kaj malsupra brako] el materialo x_2\nDuonganto/miteno (= {degycauglu}).  Vidu ankaŭ {taxfu}.
gocti	gismu   \n-goc-      \nx_1 estas kvarilionono [1x_10**-24] de x_2 laŭ dimensio/aspekto x_3 (defaŭlte unuoj)\n(kp. grake, mitre, snidu, stero, delno, molro, kelvo, xampo, gradu. litce, merli, centi, decti, dekto, femti, gigdo, gotro, kilto, megdo, mikri, milti, nanvi, petso, picti, terto,xatsi,xecto,xexso,zepti, zetro)
gotro	gismu   \n-got-      \nx_1 estas kvariliono [1x_10**24] da x_2 laŭ dimensio/aspekto x_3 (defaŭlte unuoj)\n(kp. grake, mitre, snidu, stero, delno, molro, kelvo, xampo, gradu. litce, merli, centi, decti, dekto, femti, gigdo, gocti, kilto, megdo, mikri, milti, nanvi, petso, picti,terto,xatsi, xecto, xexso, zepti, zetro)
gradu	gismu   \n-rau-      \nx_1 [grando] estas grado/unuo en skalo/referenca normo x_2 (si'o) mezuranta econ x_3\nVidu ankaŭ {ckilu}, {kantu}, {kelvo}, {merli}, {ranti}, {selci}.
grake	gismu   \n-gra-      \nx_1 estas x_2 gramoj [metra unuo] en maso (defaŭlte 1) laŭ normo x_3\nVidu ankaŭ {junta}, {kilto}, {bunda}, {centi}, {decti}, {dekto}, {femti}, {gigdo}, {gocti}, {gotro}, {litce}, {megdo}, {mikri}, {milti}, {nanvi}, {petso}, {picti}, {terto}, {xatsi}, {xecto}, {xexso}, {zepti}, {zetro}.
grana	gismu   \n-ga'a-      \nx_1 estas vergo/trabo/ŝtipo/masto/fosto/paliso/bastono/kano [formo] el materialo x_2\nVidu ankaŭ {garna}.
grasu	gismu   \n-ras-      \nx_1 estas kvanto da/enhavas/konsistas el graso/oleo el fonto x_2\nVidu ankaŭ {ctile}, {matne}, {plana}.
greku	gismu   \n-rek-      \nx_1 estas kadro/strukturo/skeleto/konturo subtenanta/determinanta la formon de x_2\nVidu ankaŭ {korbi}, {stura}, {tsina}, {bongu}.
grusi	gismu   \n-rus-      \nx_1 estas griza [koloradjektivo]\nVidu ankaŭ {skari}, {blabi}, {xekri}, {kandi}, {carmi}.
grute	gismu   \n-rut-      \nx_1 estas frukto [korpoparto] de speco x_2\nVidu ankaŭ {badna}, {dembi}, {figre}, {guzme}, {narge}, {perli}, {pilka}, {plise}, {spati}, {stagi}, {tamca}, {tsiju}, {tarbi}, {panzi}, {rorci}, te {pruce}, {jbari}, {nimre}.
gubni	gismu   \n-gub-      \nx_1 estas publika/nekaŝita/malferma/kune uzebla/posedata de ĉiuj en komunumo x_2 (kolektivaĵo)\nVidu ankaŭ {sivni}.
gugde	gismu   \n-gug-   \n-gu'e-      \nx_1 estas la lando de popolo x_2 kun lando/teritorio x_3; (rilato popolo/teritorio)\nAnkaŭ: suvereneco, hejma (kontraste al fremda), nacio (nerilata al etnoso).  Vidu ankaŭ {turni}, {natmi}, {jecta}, {tumla}, {tutra}, {lanci}.
gundi	gismu   \n-gud-      \nx_1 estas industrio/industria/sistema fabrikado produktanta x_2-on per procedo/rimedoj x_3\nVidu ankaŭ {cupra}, {fanri}, {rutni}, {zbasu}.
gunka	gismu   \n-gun-   \n-gu'a-      \nx_1 [homo] laboras je x_2 [ago] kun celo x_3\nAnkaŭ: x_1 estas laboristo.  (kp. sazri, gasnu, se jibri; zukte - kiu ne nepre estas laboro; fizika termino 'laboro' = ni muvyselbai, briju, jibri, lazni, selfu)
gunma	gismu   \n-gum-      \nx_1 estas kolektivo/teamo/amaso/sumo/tuto, kune konsistanta el eroj x_2\nPriskribo en x_1 indikas la kolektiva(j)n eco(j)n elmontratajn de la kolektivaĵo; kolektivaĵoj povas elmontri ecojn ne trovitajn en la individuaj ar-membroj, kiuj mem ne nepre estas signifaj al la kolektiva eco implicita en ĉi tiu bridi.  Vidu ankaŭ {bende}, {girzu}, {pagbu}, cmavo {loi}, {lei}, {lai}, {ciste}, {cmima}, {kansa}, {tinci}.
gunro	gismu   \n-gur-   \n-gu'o-      \nx_1 ruliĝas sur/kontraŭ surfaco x_2 turniĝante ĉirkaŭ akso x_3; x_1 estas rado/rulumaĵo\nVidu ankaŭ {bolci}, {carna}, {jendu}, {slanu}.
gunse	gismu      \nx_1 estas ansero de speco/raso x_2\nVidu ankaŭ {cipni}.
gunta	gismu   \n-gut-      \nx_1 (homo/kolektivaĵo) atakas/invadas/agresas kontraŭ viktimo x_2 kun celo x_3\nVidu ankaŭ {bradi}, {damba}, {darxi}, {jamna}, {jenca}, {jursa}.
gurni	gismu   \n-gru-      \nx_1 estas greno/cerealo el planto/speco x_2\nVidu ankaŭ {bavmi}, {cunmi}, {mavji}, {maxri}, {molki}, {mraji}, {rismi}, {sobde}, {spati}, {zumri}, {nanba}, {sorgu}.
guska	gismu   \n-guk-      \nx_1 (klingo/skrapilo/erozianto) skrapas/erozias x_2-on el x_3\nSkrapa (= {mosyguska}).  Vidu ankaŭ {balre}, {sraku}, {batci}, {canpa}, {mosra}.
gusni	gismu   \n-gus-   \n-gu'i-      \nx_1 [energio] estas lumo/lumigo lumiganta x_2-on el lumfonto x_3\nx_3 lumigas x_2-on per lumo/lumigo x_1; x_2 estas lumigata de lumo/lumigo x_1 el fonto x_3 (= selgu'i por reordigitaj {lokoj}); lumo/lampo (= {tergu'i}) Vidu ankaŭ {dirce}, {manku}, {solri}, {carmi}, {ctino}, {kantu}.
gusta	gismu      \nx_1 estas restoracio/kafejo/manĝejo servanta tipon de manĝaĵo x_2 por klientaro x_3\nVidu ankaŭ {barja}, {citka}, {kukte}, {sanmi}, {xotli}.
gutci	gismu   \n-guc-      \nx_1 estas x_2 (defaŭlte 1) mallongaj lokaj unuoj de distanco [ne-metra], normo x_3, x_4 subunuoj\nFuto (= {jmagutci}); jardo (= {cibjmagutci}), paŝo (= {tapygutci}), colo (= {degygutci}), kubito (= {birgutci}).  (pliajn subunuajn lokojn oni povas aldoni kiel x_5, x_6, ...); Vidu ankaŭ {mitre}, {clani}, {ganra}, {condi}, {rotsu}, {rupnu}, {fepni}, {dekpu}, {minli}, {merli}, {bunda}, {kramu}.
gutra	gismu      \nx_1 estas (la) utero [korpoparto] de x_2; [metafore: nutranta, protektanta, naskanta]\nVidu ankaŭ {jbena}, {rorci}, {sovda}, {tarbi}, {ganti}, {mabla}.
guzme	gismu   \n-guz-   \n-zme-      \nx_1 estas melono/melopepo [frukto/planto] de speco/raso x_2\nVidu ankaŭ {grute}.
inda	fu'ivla      \nx_1 indas/meritas x_2 (eco de x_1)\nRilatas vorto {jerna}
ja	cmavo   \n-jav-      \nlogika kunigilo: tanru-intermeza 'aŭ'
jabre	gismu      \nx_1 bremsas/malrapidigas movon/agon x_2 per rimedo/mekanismo/principo x_3\nVidu ankaŭ {mosra}.
jadni	gismu   \n-jad-   \n-ja'i-      \nx_1 (objekto) ornamas/dekoracias x_2-on; x_1 estas ornamaĵo/decoracio/galanterio de x_2\nOrnamita/dekoraciita (= {selja'i}).  Vidu ankaŭ {jemna}, {dirba}, {batke}.
jakne	gismu      \nx_1 estas rakedo [veturilo] pelita de elĵetaĵo x_2 kaj portanta kargon x_3\nVidu ankaŭ {cecla}, {danti}, {spoja}.
jalge	gismu   \n-jag-   \n-ja'e-      \nx_1 (ago/okazo/stato) rezultas/sekvas el x_2 (okazo/stato/procedo)\nAnkaŭ: x_2 kaŭzas/okazigas x_1-on (= selja'e por reordigitaj {lokoj}); rezulto de operacio (mekyja'e, pi'irja'e, sujyja'e).  Vidu ankaŭ se {mukti}, te {zukte}, se {rinka}, se {krinu}, se {nibli}, {mulno}, {sumji}, {pilji}, {mekso}, {cmavoja'e}, {ciksi}.
jalna	gismu      \nx_1 estas kvanto da/enhavas/konsistas el amelo el fonto x_2 de konsisto enhavanta x_3\nVidu ankaŭ {patlu}, {samcu}.
jalra	gismu      \nx_1 estas blato/[ortoptero/termito] de klaso/speco/raso x_2\nAnkaŭ: akrido (= {pipyjalra}); grilo (= {sagjalra}); lokusto/termito (= mantyjalra aŭ mudyctijalra).  (dum blatoj mem konsistigas ordon, ili estas parto de la ortopteroj, kiuj inkluzivas akridojn, grilojn, ktp.; termitoj estas proksimaj ne-ortopteroj, pli similaj al blatoj ol al ekz. formikoj); Vidu ankaŭ {cinki}, {civla}, {manti}.
jamfu	gismu   \n-jaf-   \n-jma-      \nx_1 estas piedo [korpoparto] de x_2; [metafore: plej malalta parto] (adjektivo:) x_1 estas pieda\nVidu ankaŭ {jicmu}, {genja}, {zbepi}, {tuple}, {jubme}, {xance}, {tamji}.
jamna	gismu   \n-jam-      \nx_1 (homo/kolektivaĵo) militas kontraŭ x_2 pro teritorio/afero x_3; x_1 faras militon kontraŭ x_2\nVidu ankaŭ {bradi}, {gunta}, {panpi}, {damba}, {darlu}.
janbe	gismu   \n-jab-      \nx_1 estas sonorilo/[tonforko] [agordita perkutinstrumento] eliganta sonon/tonon x_2\nAnkaŭ: x_1 sonoras; resonas (unu senco, = jabdesku).  Vidu ankaŭ {zgike}, {tonga}, {desku}, {slilu}.
janco	gismu   \n-jan-      \nx_1 estas ŝultro/kokso/artiko [korpoparto] kuniganta membron/ekstremaĵon x_2-on al korpo x_3\nVidu ankaŭ {birka}.
janli	gismu   \n-jal-      \nx_1 kolizias/karambolas/frapiĝas/batas kontraŭ x_2\n(simjanli por kolizio inter du moviĝantaj objektoj); Vidu ankaŭ {darxi}.
jansu	gismu   \n-jas-      \nx_1 estas diplomato/konsulo reprezentanta ŝtaton/civiton x_2 ĉe traktado x_3 por funkcio/celo x_4\n(por) x_3 ŝtato/civito, (uzu je tu'a); ankaŭ ambasadoro (= {raljansu}, {trujansu}).  Vidu ankaŭ {jecta}, {krati}.
janta	gismu   \n-jat-      \nx_1 estas konto/kalkulo/fakturo por varoj/servoj x_2, ŝarĝita al x_3 fare de x_4\nVidu ankaŭ {jdima}, {vamji}, {vecnu}, {canja}, {jerna}, {dejni}, {jbera}.
jarbu	gismu      \nx_1 estas antaŭurbo de urbo/metropolo x_2\nVidu ankaŭ {nurma}, se {tcadu}, ve {tcadu}.
jarco	gismu   \n-ja'o-      \nx_1 (aganto) montras/elmontras/[malkaŝas]/demonstras x_2-on (eco) al publiko x_3\n(malkaŝi (= {tolmipygau}, {mipyja'o}, {sivja'o}); ankaŭ: x_1 montras ke x_2, x_1 paradigas/elstarigas/kontrastigas x_2-on; montradon de objekto oni ĝenerale esprimas per tu'a x_2, ĉar la ecoj de la montrita objekto (krom ĝia ĉeesto) destinitaj por observado malofte estas specifitaj (simpla ĉeesto povus esti esprimata per leka Objekto. cu zvati)); Vidu ankaŭ {tigni}, {cipra}, {zgana}, {jvinu}, {lanli}, {mipri}, {simlu}.
jarki	gismu   \n-jak-      \nx_1 estas mallarĝa/malvasta laŭ dimensio x_2 [2-a plej signifa dimensio] laŭ normo x_3\nVidu ankaŭ {caxno}, {cinla}, {tordu}, {tagji}, {cinla}, {cmalu}.
jaspu	gismu   \n-jap-      \nx_1 estas pasporto liverita al x_2 (homo) fare de aŭtoritato x_3 rajtiganta x_4-on (ago)\nVidu ankaŭ {pikta}, {catni}, {curmi}.
jatna	gismu   \n-ja'a-      \nx_1 estas kapitano/komandanto/estro/ĉefo/mastro de veturilo/regno x_2\nVidu ankaŭ {jitro}, {lidne}, te {bende}, {minde}, {ralju}, {gidva}, {bloti}.
javni	gismu   \n-jva-      \nx_1 estas regulo preskribanta/difinanta/postulanta x_2-on (okazo/stato) en sistemo/kumunumo x_3\nRegularo, preskribo (ankaŭ x_2), principo, postulo (kondiĉoj kutime estas en x_2); x_1 estas reguliga; x_2, x_3 estas reguligitaj.  Vidu ankaŭ {flalu}, {ritli}, cmavo {ja'i}, {marde}, {tcaci}, {tinbe}, {zekri}.
jbama	gismu   \n-bam-      \nx_1 estas bombo/eksplodaĵo kun eksploda materialo/principo x_2\nVidu ankaŭ {cecla}, {spoja}.
jbari	gismu   \n-jba-      \nx_1 estas bero (frukto/planto) de planto/speco x_2\nVidu ankaŭ {grute}, {tsiju}, {narge}, {grute}.
jbena	gismu   \n-jbe-      \nx_1 estas naskita de x_2 je dato x_3 [naskotago] kaj loko x_4 [naskoloko]\nx_1 estas indiĝena de (fo) x_4; x_2 naskas x_1-on.  Vidu ankaŭ {fange}, {gutra}, {rorci}, {mamta}, {salci}, {citsi}.
jbera	gismu   \n-jer-      \nx_1 (aganto) prunteprenas/provizore prenas/alprenas x_2-on (objekto) el fonto x_3 por intervalo x_4\nKrediti (= {jernu'e}); alpreni econ aŭ kvaliton kiel faras kameleono (= {zaskai}, {zasysmitra}, {zasysmitai}).  Vidu ankaŭ {dejni}, {janta}, {zivle}.
